"custom_product_code","product_name_ko","keywords_candidate"
"buyma-132167973","프라다 숄더백·크로스백 Re-Nylon3WAY","프라다;가방;숄더백·크로스백"
"buyma-132167979","프라다 숄더백·크로스백 Re-Nylon3WAY","프라다;가방;숄더백·크로스백"
"buyma-132167983","프라다 숄더백·크로스백 Re-Nylon3WAY","프라다;가방;숄더백·크로스백"
"buyma-132228634","프라다 숄더백·크로스백 Re-Edition","프라다;가방;숄더백·크로스백"
"buyma-132228734","프라다 숄더백·크로스백 Re-Edition","프라다;가방;숄더백·크로스백"
"buyma-132228829","프라다 숄더백·크로스백 Triangle Logo","프라다;가방;숄더백·크로스백"
"buyma-132228834","프라다 토트백 Triangle Logo","프라다;가방;토트백"
"buyma-132228893","프라다 숄더백·크로스백 Duet","프라다;가방;숄더백·크로스백"
"buyma-132228973","프라다 숄더백·크로스백 Re-Edition","프라다;가방;숄더백·크로스백"
"buyma-132228989","프라다 토트백 Re-Edition","프라다;가방;토트백"
"buyma-132229040","프라다 숄더백·크로스백 Re-Edition","프라다;가방;숄더백·크로스백"
"buyma-132229048","프라다 토트백 Re-Edition","프라다;가방;토트백"
"buyma-132229164","셀린느 숄더백·크로스백 Claude","셀린느;가방;숄더백·크로스백"
"buyma-132229174","셀린느 토트백 Claude","셀린느;가방;토트백"
"buyma-132229219","셀린느 숄더백·크로스백 Claude","셀린느;가방;숄더백·크로스백"
"buyma-132229226","셀린느 토트백 Claude","셀린느;가방;토트백"
"buyma-132229282","셀린느 숄더백·크로스백 Triomphe","셀린느;가방;숄더백·크로스백"
"buyma-132229297","셀린느 토트백 Triomphe","셀린느;가방;토트백"
"buyma-132229997","셀린느 숄더백·크로스백 Folco","셀린느;가방;숄더백·크로스백"
"buyma-132230008","셀린느 토트백 Folco","셀린느;가방;토트백"
"buyma-132230089","셀린느 숄더백·크로스백 Triomphe","셀린느;가방;숄더백·크로스백"
"buyma-132230091","셀린느 숄더백·크로스백 Triomphe","셀린느;가방;숄더백·크로스백"
"buyma-132230149","셀린느 숄더백·크로스백","셀린느;가방;숄더백·크로스백"
"buyma-132230198","셀린느 숄더백·크로스백 Cuir Triomphe","셀린느;가방;숄더백·크로스백"
"buyma-132230205","셀린느 핸드백·미니백 Cuir Triomphe","셀린느;가방;핸드백·미니백"
"buyma-132230243","셀린느 숄더백·크로스백 Cuir Triomphe","셀린느;가방;숄더백·크로스백"
"buyma-132230247","셀린느 토트백 Cuir Triomphe","셀린느;가방;토트백"
"buyma-132230288","셀린느 숄더백·크로스백 Cuir Triomphe","셀린느;가방;숄더백·크로스백"
"buyma-132230293","셀린느 토트백 Cuir Triomphe","셀린느;가방;토트백"
"buyma-132230465","셀린느 숄더백·크로스백 AVA","셀린느;가방;숄더백·크로스백"
"buyma-132230472","셀린느 토트백 AVA","셀린느;가방;토트백"
"buyma-132253945","프라다 반지갑·카드지갑","프라다;지갑·소품;반지갑·카드지갑"
"buyma-132265382","셀린느 버킷햇·햇 Logo","셀린느;모자;버킷햇·햇"
"buyma-132265549","셀린느 버킷햇·햇 Logo","셀린느;모자;버킷햇·햇"
"buyma-132266371","셀린느 버킷햇·햇 Logo","셀린느;모자;버킷햇·햇"
"buyma-132266427","셀린느 버킷햇·햇 Logo","셀린느;모자;버킷햇·햇"
"buyma-132267198","셀린느 캡 CAP","셀린느;모자;캡"
"buyma-132267259","셀린느 캡 CAP","셀린느;모자;캡"
"buyma-132267630","셀린느 버킷햇·햇 Logo","셀린느;모자;버킷햇·햇"
"buyma-132267655","셀린느 버킷햇·햇 Logo","셀린느;모자;버킷햇·햇"
"buyma-132267750","셀린느 버킷햇·햇 Logo","셀린느;모자;버킷햇·햇"
"buyma-132267774","셀린느 버킷햇·햇 Logo","셀린느;모자;버킷햇·햇"
"buyma-132397317","프라다 토트백 BH104 Re-Edition","프라다;가방;토트백"
"buyma-132397443","프라다 토트백 SS","프라다;가방;토트백"
"buyma-132397508","프라다 토트백 SS","프라다;가방;토트백"
"buyma-132397727","프라다 토트백","프라다;가방;토트백"
"buyma-132397881","프라다 토트백","프라다;가방;토트백"
"buyma-132397977","프라다 토트백 WAY","프라다;가방;토트백"
"buyma-132398096","프라다 숄더백·크로스백 Re-Edition BC225-R789-F0002","프라다;가방;숄더백·크로스백"
"buyma-132398167","프라다 숄더백·크로스백 BH152 DGX","프라다;가방;숄더백·크로스백"
"buyma-132523047","셀린느 다운·패딩","셀린느;의류;다운·패딩"
"buyma-132523099","셀린느 후디·스웨트","셀린느;의류;후디·스웨트"
"buyma-132523110","셀린느 후디·스웨트","셀린느;의류;후디·스웨트"
"buyma-132523117","셀린느 후디·스웨트","셀린느;의류;후디·스웨트"
"buyma-132523122","셀린느 후디·스웨트","셀린느;의류;후디·스웨트"
"buyma-132706335","프라다 샌들·슬리퍼","프라다;신발;샌들·슬리퍼"
"buyma-132706394","프라다 샌들·슬리퍼","프라다;신발;샌들·슬리퍼"
"buyma-133472237","셀린느 캡","셀린느;모자;캡"
"buyma-133698541","셀린느 반지갑·카드지갑","셀린느;지갑·소품;반지갑·카드지갑"
"buyma-133726027","로에베 티셔츠·탑","로에베;의류;티셔츠·탑"
"buyma-133920802","프라다 샌들·슬리퍼","프라다;신발;샌들·슬리퍼"
"buyma-133970313","아미 파리스 후디·스웨트 AMIPARIS De","아미 파리스;의류;후디·스웨트"
"buyma-133970341","아미 파리스 후디·스웨트 AMIPARIS De","아미 파리스;의류;후디·스웨트"
"buyma-134267049","프라다 숄더백·크로스백 FW25 VL977","프라다;가방;숄더백·크로스백"
"buyma-134592754","미우미우 부츠 MiuMiu Leather","미우미우;신발;부츠"
"buyma-134592835","미우미우 부츠 MiuMiu Leather","미우미우;신발;부츠"
"buyma-134593075","미우미우 부츠 MiuMiu Leather","미우미우;신발;부츠"
"buyma-134593662","미우미우 부츠 MiuMiu Leather","미우미우;신발;부츠"
"buyma-134686555","셀린느 캡","셀린느;모자;캡"
"buyma-134686629","셀린느 캡","셀린느;모자;캡"
"buyma-134686664","셀린느 캡","셀린느;모자;캡"
"buyma-134687074","프라다 샌들·슬리퍼 cm","프라다;신발;샌들·슬리퍼"
"buyma-134754459","아미 파리스 재킷·블루종 PUMAxAMI","아미 파리스;의류;재킷·블루종"
"buyma-134772610","로에베 티셔츠·탑","로에베;의류;티셔츠·탑"
"buyma-134772628","로에베 티셔츠·탑","로에베;의류;티셔츠·탑"
"buyma-134772641","로에베 티셔츠·탑 SS","로에베;의류;티셔츠·탑"
"buyma-134772650","로에베 티셔츠·탑 SS","로에베;의류;티셔츠·탑"
"buyma-134772655","로에베 티셔츠·탑 SS","로에베;의류;티셔츠·탑"
"buyma-134772699","로에베 티셔츠·탑 SS","로에베;의류;티셔츠·탑"
"buyma-134772753","로에베 티셔츠·탑 SS","로에베;의류;티셔츠·탑"
"buyma-134772823","로에베 티셔츠·탑","로에베;의류;티셔츠·탑"
"buyma-134772907","로에베 티셔츠·탑","로에베;의류;티셔츠·탑"
"buyma-134772945","로에베 티셔츠·탑","로에베;의류;티셔츠·탑"
"buyma-134779212","더 로우 핸드백·미니백 Margaux Black","더 로우;가방;핸드백·미니백"
"buyma-134779419","더 로우 핸드백·미니백 Small India","더 로우;가방;핸드백·미니백"
"buyma-134779462","더 로우 핸드백·미니백 Small India","더 로우;가방;핸드백·미니백"
"buyma-134779709","더 로우 핸드백·미니백 Terrasse Bauletto","더 로우;가방;핸드백·미니백"
"buyma-134780112","더 로우 핸드백·미니백 Idaho XL","더 로우;가방;핸드백·미니백"
"buyma-134780232","더 로우 핸드백·미니백 Belvedere w1664-l72","더 로우;가방;핸드백·미니백"
"buyma-134780383","더 로우 핸드백·미니백 Medium Park","더 로우;가방;핸드백·미니백"
"buyma-134780495","더 로우 숄더백·크로스백 Small Park","더 로우;가방;숄더백·크로스백"
"buyma-134782307","프라다 숄더백·크로스백 Powder Blue","프라다;가방;숄더백·크로스백"
"buyma-134782335","프라다 토트백 SS","프라다;가방;토트백"
"buyma-134787653","프라다 티셔츠·탑 SS22","프라다;의류;티셔츠·탑"
"buyma-134787969","로에베 티셔츠·탑","로에베;의류;티셔츠·탑"
"buyma-134788840","프라다 티셔츠·탑 SS22","프라다;의류;티셔츠·탑"
"buyma-134789211","셀린느 티셔츠·탑 Triomphe","셀린느;의류;티셔츠·탑"
"buyma-134789231","셀린느 캡","셀린느;모자;캡"
"buyma-134789310","셀린느 후디·스웨트","셀린느;의류;후디·스웨트"
"buyma-134791140","셀린느 티셔츠·탑","셀린느;의류;티셔츠·탑"
"buyma-134791162","셀린느 티셔츠·탑 Triomphe Mini","셀린느;의류;티셔츠·탑"
"buyma-134791948","셀린느 티셔츠·탑 Logo Knit","셀린느;의류;티셔츠·탑"
"buyma-134792109","셀린느 후디·스웨트 Logo Band","셀린느;의류;후디·스웨트"
"buyma-134792794","셀린느 후디·스웨트 Rib Knit","셀린느;의류;후디·스웨트"
"buyma-134795181","셀린느 후디·스웨트 Logo Band","셀린느;의류;후디·스웨트"
"buyma-134795269","셀린느 티셔츠·탑","셀린느;의류;티셔츠·탑"
"buyma-134795306","셀린느 티셔츠·탑","셀린느;의류;티셔츠·탑"
"buyma-134795601","셀린느 티셔츠·탑","셀린느;의류;티셔츠·탑"
"buyma-134795640","셀린느 티셔츠·탑","셀린느;의류;티셔츠·탑"
"buyma-134795762","셀린느 티셔츠·탑","셀린느;의류;티셔츠·탑"
"buyma-134797090","셀린느 티셔츠·탑","셀린느;의류;티셔츠·탑"
"buyma-134797492","셀린느 티셔츠·탑 Horse Carriage","셀린느;의류;티셔츠·탑"
"buyma-134797525","셀린느 티셔츠·탑 Horse Carriage","셀린느;의류;티셔츠·탑"
"buyma-134798326","셀린느 티셔츠·탑 Horse Carriage","셀린느;의류;티셔츠·탑"
"buyma-134798444","셀린느 티셔츠·탑 SS25","셀린느;의류;티셔츠·탑"
"buyma-134798603","셀린느 티셔츠·탑","셀린느;의류;티셔츠·탑"
"buyma-134798700","셀린느 티셔츠·탑 Logo Crop","셀린느;의류;티셔츠·탑"
"buyma-134799084","셀린느 티셔츠·탑 SS25 Logo","셀린느;의류;티셔츠·탑"
"buyma-134799143","셀린느 티셔츠·탑 SS22","셀린느;의류;티셔츠·탑"
"buyma-134799223","셀린느 티셔츠·탑 SS25","셀린느;의류;티셔츠·탑"
"buyma-134799569","셀린느 티셔츠·탑 SS25","셀린느;의류;티셔츠·탑"
"buyma-134799674","셀린느 티셔츠·탑 FW24","셀린느;의류;티셔츠·탑"
"buyma-134800048","셀린느 티셔츠·탑 FW23","셀린느;의류;티셔츠·탑"
"buyma-134801281","셀린느 티셔츠·탑 Triomphe Knit","셀린느;의류;티셔츠·탑"
"buyma-134801900","셀린느 티셔츠·탑 SS25","셀린느;의류;티셔츠·탑"
"buyma-134802293","셀린느 티셔츠·탑","셀린느;의류;티셔츠·탑"
"buyma-134802525","셀린느 티셔츠·탑 SS25","셀린느;의류;티셔츠·탑"
"buyma-134802648","셀린느 티셔츠·탑","셀린느;의류;티셔츠·탑"
"buyma-134802942","셀린느 티셔츠·탑","셀린느;의류;티셔츠·탑"
"buyma-134848339","셀린느 숄더백·크로스백 Tilly Triomphe","셀린느;가방;숄더백·크로스백"
"buyma-134848370","셀린느 숄더백·크로스백 Tilly","셀린느;가방;숄더백·크로스백"
"buyma-134940212","셀린느 티셔츠·탑 Rib Knit","셀린느;의류;티셔츠·탑"
"buyma-134940264","셀린느 티셔츠·탑 Logo Band","셀린느;의류;티셔츠·탑"
"buyma-134987739","토템 핸드백·미니백 Dark Brown","토템;가방;핸드백·미니백"
"buyma-134988014","토템 핸드백·미니백 T-Lock","토템;가방;핸드백·미니백"
"buyma-134988198","토템 핸드백·미니백 T-Lock Bucket","토템;가방;핸드백·미니백"
"buyma-134988209","토템 핸드백·미니백 Bucket","토템;가방;핸드백·미니백"
"buyma-134988238","토템 숄더백·크로스백 Mini WAY","토템;가방;숄더백·크로스백"
"buyma-134988258","토템 핸드백·미니백 T-Lock WAY","토템;가방;핸드백·미니백"
"buyma-134988300","토템 숄더백·크로스백 Tote","토템;가방;숄더백·크로스백"
"buyma-134988386","토템 숄더백·크로스백 Black","토템;가방;숄더백·크로스백"
"buyma-134988721","토템 핸드백·미니백 Brown","토템;가방;핸드백·미니백"
"buyma-134988871","토템 숄더백·크로스백 T-Lock Beige","토템;가방;숄더백·크로스백"
"buyma-134988899","토템 숄더백·크로스백 T-Lock Black","토템;가방;숄더백·크로스백"
"buyma-134988913","토템 숄더백·크로스백 T-Lock Black","토템;가방;숄더백·크로스백"
"buyma-134989010","토템 핸드백·미니백 Black","토템;가방;핸드백·미니백"
"buyma-134989450","토템 숄더백·크로스백 Day Suede","토템;가방;숄더백·크로스백"
"buyma-135113435","로에베 샌들·슬리퍼 Petal Anagram","로에베;신발;샌들·슬리퍼"
"buyma-135151111","미우미우 숄더백·크로스백 miumiu","미우미우;가방;숄더백·크로스백"
"buyma-135151331","미우미우 티셔츠·탑 FW24 POLO","미우미우;의류;티셔츠·탑"
"buyma-135173156","미우미우 숄더백·크로스백 Solitaire","미우미우;가방;숄더백·크로스백"
"buyma-135173461","미우미우 숄더백·크로스백","미우미우;가방;숄더백·크로스백"
"buyma-135310183","프라다 샌들·슬리퍼 Soft","프라다;신발;샌들·슬리퍼"
"buyma-135310270","프라다 샌들·슬리퍼","프라다;신발;샌들·슬리퍼"
"buyma-135312785","메종 마르지엘라 숄더백·크로스백 Glam Slam","메종 마르지엘라;가방;숄더백·크로스백"
"buyma-135312803","메종 마르지엘라 백팩 Glam Slam","메종 마르지엘라;가방;백팩"
"buyma-135312815","메종 마르지엘라 백팩 Glam Slam","메종 마르지엘라;가방;백팩"
"buyma-135312831","메종 마르지엘라 숄더백·크로스백 AC WAY","메종 마르지엘라;가방;숄더백·크로스백"
"buyma-135343207","메종 마르지엘라 숄더백·크로스백 Box","메종 마르지엘라;가방;숄더백·크로스백"
"buyma-135343580","메종 마르지엘라 숄더백·크로스백 AC WAY","메종 마르지엘라;가방;숄더백·크로스백"
"buyma-135343890","메종 마르지엘라 숄더백·크로스백","메종 마르지엘라;가방;숄더백·크로스백"
"buyma-135345047","미우미우 숄더백·크로스백 Matelasse","미우미우;가방;숄더백·크로스백"
"buyma-135345237","프라다 숄더백·크로스백","프라다;가방;숄더백·크로스백"
